Document,Word,TFIDFVal
Comparative Pathology of West Nile Virus in Humans and Non-Human Animals.,nile,0.19708738410400903
Comparative Pathology of West Nile Virus in Humans and Non-Human Animals.,infection,0.1812840983097415
Comparative Pathology of West Nile Virus in Humans and Non-Human Animals.,virus,0.1812840983097415
Comparative Pathology of West Nile Virus in Humans and Non-Human Animals.,west,0.18042337875437298
Comparative Pathology of West Nile Virus in Humans and Non-Human Animals.,pathology,0.1686000787996651
Comparative Pathology of West Nile Virus in Humans and Non-Human Animals.,nature,0.15942921487456305
Comparative Pathology of West Nile Virus in Humans and Non-Human Animals.,host,0.15900886053203292
Comparative Pathology of West Nile Virus in Humans and Non-Human Animals.,animals,0.15900886053203292
Photoplethysmography based atrial fibrillation detection: a review.,af,0.2310672714846182
Photoplethysmography based atrial fibrillation detection: a review.,stroke,0.20321072846145277
Photoplethysmography based atrial fibrillation detection: a review.,ppg,0.17909157119006006
Photoplethysmography based atrial fibrillation detection: a review.,rhythm,0.17909157119006006
Photoplethysmography based atrial fibrillation detection: a review.,devices,0.17112549592248935
Photoplethysmography based atrial fibrillation detection: a review.,detection,0.17112549592248935
Photoplethysmography based atrial fibrillation detection: a review.,sensors,0.16394913620390722
Photoplethysmography based atrial fibrillation detection: a review.,possible,0.16394913620390722
Photoplethysmography based atrial fibrillation detection: a review.,today,0.16394913620390722
Photoplethysmography based atrial fibrillation detection: a review.,wearable,0.13806297261652364
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",map,0.20844708285117963
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",flow,0.1925894881825691
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",datasets,0.19062193280378445
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",single,0.17319994447473397
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",cytometry,0.15852260462685194
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",perform,0.15852260462685194
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",cell,0.15839480554651053
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",scrnaseq,0.15810464067152222
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",gui,0.15810464067152222
"FLOW-MAP: a graph-based, force-directed layout algorithm for trajectory mapping in single-cell time course datasets.",course,0.15810464067152222
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,msspe,0.23392778455387853
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,enrichment,0.1881338969539761
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,metagenomic,0.1881338969539761
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,viral,0.1722269210734983
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,viruses,0.1722269210734983
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,detection,0.1649152920293453
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,sequencing,0.160940742075044
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,fever,0.15178524347512573
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,sequences,0.15178524347512573
Metagenomic sequencing with spiked primer enrichment for viral diagnostics and genomic surveillance.,mngs,0.15178524347512573
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,asthma,0.2288816303019887
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,dnam,0.21831411065568948
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,aecs,0.20405666155824312
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,methylation,0.20405666155824312
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,locus,0.18660695412797365
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,pbmcs,0.18660695412797365
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,necs,0.18660695412797365
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,loci,0.16411036855491126
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,auc,0.1509513169602786
Comparing DNA methylation profiles across different tissues associated with the diagnosis of pediatric asthma.,markers,0.1450673513736081
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,hypoglycemia,0.2559500505177085
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,ecg,0.23430912697277043
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,signal,0.19255835369782448
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,hypoglycemic,0.18160421172635927
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,subject,0.16624932957861385
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,invasive,0.16624932957861385
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,diabetic,0.1553548673174176
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,glucose,0.1399999851696722
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,healthy,0.1341623299080733
Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,subjects,0.1246451030219268
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,os,0.2509827966279936
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,dosimetry,0.22231636124402618
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,nsclc,0.22231636124402618
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,v10gy,0.20330519331132388
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,sabr,0.20330519331132388
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,radiation,0.20330519331132388
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,dose,0.18335996980174843
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,stage,0.16445896573694652
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,ann,0.16367813030137723
Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,rv,0.16367813030137723
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,indoxyl,0.22164685282722793
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,galactosidase,0.22164685282722793
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,ahr,0.20717175219217404
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,sulfate,0.2029063111226725
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,ckd,0.16661564658951464
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,mice,0.14605272339991932
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,renal,0.13477981780693618
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,tubules,0.13442445457100013
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,aki,0.13442445457100013
Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,transgenic,0.13442445457100013
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,bai,0.3111052183465959
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,sleep,0.26620134912461757
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,expectancy,0.26592141494937993
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,eeg,0.23386299625285095
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,age,0.22531914734910738
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,life,0.2050007199464514
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,brain,0.1964526938164729
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,deviation,0.1886791928556349
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,ca,0.1886791928556349
Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,ba,0.1886791928556349
Gated recurrent unit-based heart sound analysis for heart failure screening.,hs,0.27706313380761977
Gated recurrent unit-based heart sound analysis for heart failure screening.,hf,0.22441559984044065
Gated recurrent unit-based heart sound analysis for heart failure screening.,gru,0.22282503621754665
Gated recurrent unit-based heart sound analysis for heart failure screening.,screening,0.19532501327103094
Gated recurrent unit-based heart sound analysis for heart failure screening.,proposed,0.18012529033413255
Gated recurrent unit-based heart sound analysis for heart failure screening.,learn,0.17977383619979936
Gated recurrent unit-based heart sound analysis for heart failure screening.,frames,0.17977383619979936
Gated recurrent unit-based heart sound analysis for heart failure screening.,performance,0.15293725476505213
Gated recurrent unit-based heart sound analysis for heart failure screening.,model,0.14545378253459995
Gated recurrent unit-based heart sound analysis for heart failure screening.,automatically,0.14542382654587838
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,som,0.2722605591289421
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,chd,0.24924055998264819
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,subgrouping,0.2489784615717124
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,subgroups,0.2189626173456917
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,lipoprotein,0.20707833607321954
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,apolipoprotein,0.17712467152073236
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,subgroup,0.1766576609737536
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,lowest,0.16172101639397027
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,quartiles,0.16172101639397027
Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,population,0.15566424886896418
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,angptl3,0.2526064103259868
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,angptl4,0.22375453108774981
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,tg,0.204620379456224
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,ldl,0.1655228547090822
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,lipoproteins,0.16473696803045523
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,rich,0.16473696803045523
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,lipoprotein,0.14546810801520713
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,antisense,0.1451842757566679
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,antibodies,0.1451842757566679
Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,monoclonal,0.1451842757566679
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,breast,0.3163944554557358
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,obesity,0.23690758408595994
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,ikkε,0.2355348231831729
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,cancer,0.20817125315600213
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,inflammation,0.19785708403347657
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,macrophages,0.14649395325366485
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,genetic,0.14649395325366485
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,pathway,0.1403855154851376
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,cc,0.11223360525190468
Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,connecting,0.11223360525190468
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,perceived,0.2776287566157082
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,technology,0.24313415214291983
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,older,0.23041166810718847
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,ubiquity,0.2151376889055653
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,tam,0.18920155243588274
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,anxiety,0.18920155243588274
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,technologies,0.18404136554531667
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,adults,0.18136000755340198
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,general,0.17320430483789778
Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,users,0.1618540770365825
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,dietary,0.22645681708817467
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,behaviours,0.21663714889645275
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,undiagnosed,0.17548396952516446
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,prevalence,0.1660735674037239
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,countries,0.154328326341491
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,positive,0.14595209636769343
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,cvd,0.14195363955769114
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,sub,0.1412796572577418
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,behaviour,0.1412796572577418
Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,sex,0.13642039647720927
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",tibolone,0.25746431146232446
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",neta,0.22481324415192588
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",e2,0.22481324415192588
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",placebo,0.19216217684152737
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",hdl,0.18185739879540028
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",cholesterol,0.17525405156175716
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",ldl,0.16998082976130494
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",months,0.16199176453343425
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",apolipoprotein,0.1554450840255912
"Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",001,0.13661135988265985
Heart Failure With Mid-range Ejection Fraction.,hfmref,0.2722310102638318
Heart Failure With Mid-range Ejection Fraction.,hfpef,0.2279022580436486
Heart Failure With Mid-range Ejection Fraction.,hfref,0.2279022580436486
Heart Failure With Mid-range Ejection Fraction.,ef,0.21893885298972016
Heart Failure With Mid-range Ejection Fraction.,fraction,0.1808662106416936
Heart Failure With Mid-range Ejection Fraction.,ejection,0.1808662106416936
Heart Failure With Mid-range Ejection Fraction.,range,0.17710544790258062
Heart Failure With Mid-range Ejection Fraction.,pathophysiology,0.16170346455864673
Heart Failure With Mid-range Ejection Fraction.,mid,0.15110689676132621
Heart Failure With Mid-range Ejection Fraction.,failure,0.1443504306158852
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,pwv,0.2733138562643216
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,chd,0.2502047994181728
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,involving,0.17734109822534014
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,enabling,0.16945288479849227
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,index,0.1610899354476385
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,prediction,0.1610899354476385
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,particularly,0.1434559202436724
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,coronary,0.13101290273057425
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,models,0.12993057242125153
Arterial Stiffness and Coronary Ischemia: New Aspects and Paradigms.,recent,0.12171909036793961
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,memory,0.277389355161274
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,ldln,0.2577715141321456
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,subsets,0.25074118498917075
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,lung,0.2367850912375544
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,clonal,0.2079684345403798
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,immune,0.1779083659299418
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,responses,0.1779083659299418
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,overlap,0.16823118531000011
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,cells,0.15880975947872486
Transcriptional programming and T cell receptor repertoires distinguish human lung and lymph node memory T cells.,cell,0.15550509129115786
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,intestinal,0.23308938072795032
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,hios,0.22392196592842772
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,free,0.20498906032873115
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,cftr,0.1806588321837071
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,progenitors,0.1806588321837071
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,ipsc,0.1806588321837071
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,colonic,0.1806588321837071
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,mesenchyme,0.1806588321837071
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,fibrosis,0.1806588321837071
Generation of mesenchyme free intestinal organoids from human induced pluripotent stem cells.,cystic,0.1806588321837071
Machine-learning facilitates selection of a novel diagnostic panel of metabolites for the detection of heart failure.,hfref,0.22230809199681953
Machine-learning facilitates selection of a novel diagnostic panel of metabolites for the detection of heart failure.,metabolites,0.21356470572044553
Machine-learning facilitates selection of a novel diagnostic panel of metabolites for the detection of heart failure.,panel,0.21356470572044553
