Document,Phrase,RakeVal,SimVal
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,rob assessment,4.5,0.046648452058434486
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,literature databases,4.5,0.148965522646904
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,rob ).,4.0,0.009379956871271133
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,registration number,4.0,0.019475161097943783
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,primary outcomes,4.0,0.15430442243814468
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,predictors included,4.0,0.09621145948767662
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,potential utility,4.0,0.09313226863741875
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,nyha class,4.0,0.02183631807565689
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,novel approaches,4.0,0.0687826182693243
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,natriuretic peptide,4.0,0.1839265078306198
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,mainly due,4.0,0.016958811786025763
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,justify clinical,4.0,0.25655319821089506
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,hospital setting,4.0,0.23481094278395176
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,heart rate,4.0,0.20280320569872856
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,heart failure,4.0,0.2074820026755333
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,generally better,4.0,0.03557589091360569
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,economic value,4.0,0.04851515172049403
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,duplicated citations,4.0,0.02788121998310089
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,crdxxx ).,4.0,0
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,composite endpoints,4.0,0.09084805846214294
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,certain therapies,4.0,0.19523299857974052
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,cause mortality,4.0,0.18113460391759872
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,probast ).,3.5,0
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,discriminatory ability,3.5,0.016360502690076828
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,deemed relevant,3.5,0.06971338763833046
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,conducted,3.0,0.055469855666160583
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,hf,2.8333333333333335,0.1109897643327713
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,xxx,2.764705882352941,-0.015934890136122704
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,validation,2.5,0.09198760986328125
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,including,2.5,0.06332606077194214
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,rob,2.0,0.009379956871271133
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,identified,2.0,0.10330121219158173
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,bias,2.0,0.01831863634288311
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,relevant,1.5,0.09132666885852814
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,probast,1.5,0
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,ability,1.5,-0.022223003208637238
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,yet,1.0,-0.03675409406423569
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,within,1.0,0.06455390155315399
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,understand,1.0,-0.004381440579891205
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,total,1.0,0.003683900460600853
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,studies,1.0,0.24976284801959991
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,sodium,1.0,0.11925020068883896
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,slr,1.0,0.0981777086853981
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,searched,1.0,0.027823450043797493
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,robustness,1.0,0.028073906898498535
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,results,1.0,0.0652550756931305
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,registered,1.0,0.016251616179943085
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,prospero,1.0,0
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,propose,1.0,0.06627984344959259
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,predicting,1.0,0.043349962681531906
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,payers,1.0,0.18115882575511932
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,n,1.0,-0.021267158910632133
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,methods,1.0,0.024640876799821854
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,majority,1.0,0.026061898097395897
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,lack,1.0,0.0400080606341362
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,incorporation,1.0,0.05103994905948639
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,id,1.0,0.0023845192044973373
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,extent,1.0,0.017291061580181122
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,diabetes,1.0,0.31405115127563477
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,determined,1.0,-0.03170712664723396
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,demands,1.0,0.033390387892723083
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,creatinine,1.0,0.20824791491031647
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,conclusions,1.0,0.07628431916236877
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,co,1.0,0.08638649433851242
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,calibration,1.0,0.21323038637638092
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,bmi,1.0,0.0934591069817543
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,based,1.0,0.08516917377710342
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,background,1.0,0.03833860531449318
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,application,1.0,0.023733139038085938
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,age,1.0,0.10348664224147797
Evaluating risk prediction models for adults with heart failure: A systematic literature review.,adults,1.0,0.051906388252973557
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,approach evaluated anonymized cardiac images,23.666666666666668,0.17590658068656922
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,advanced machine learning methods,16.0,0.05202275887131691
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,reproducible cardiac pathological assessment,15.666666666666666,0.253646831959486
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,fully automatic processing pipeline,15.666666666666666,0.07228710362687707
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,cardiac cine sequencing provides,15.666666666666666,0.24283761950209737
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,independent test set using,15.5,0.015956244431436062
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,initial processing element consists,15.166666666666666,0.03378185909241438
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,ary pathology classification accuracy,14.333333333333334,0.14713991759344935
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,xxx patients per group,13.1,0.12655634619295597
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,final processing element,10.166666666666666,0.023160612831513088
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,cardiac pathology classifier,10.0,0.4012519071499507
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,quantify cardiac measures,9.666666666666666,0.21810053630421558
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,manual cardiac evaluation,9.666666666666666,0.26817435150345165
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,training data set,9.5,0.07900424053271611
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,xxx healthy group,9.1,0.045565174892544746
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,"rv ), respectively",9.0,0.06496892496943474
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,performance results demonstrate,9.0,0.04285929352045059
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,enabling improved extraction,9.0,0.055905758713682495
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,xxx pathology groups,8.933333333333334,0.1653616956124703
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,cardiovascular disease staging,8.5,0.25692620997627574
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,"lv ), myocardium",8.0,0.16202591359615326
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,combining semantic segmentation,8.0,0.05596125001708666
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,xxx patients,5.6,0.2216808618977666
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,disease classification,5.5,0.09134924225509167
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,wise segmentation,4.0,0.06757503096014261
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,ventricular cavities,4.0,0.19728557020425797
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,university hospital,4.0,0.32684318721294403
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,structure segmentation,4.0,0.08185387216508389
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,right ventricle,4.0,0.08423669962212443
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,observer bias,4.0,0.04053699877113104
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,morphological features,4.0,0.1226752009242773
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,left ventricle,4.0,0.1010191198438406
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,important functional,4.0,0.11301657184958458
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,ejection fraction,4.0,-0.013899685814976692
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,deliver accurate,4.0,0.03067811205983162
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,trained model,3.5,0.08922233246266842
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,xxx,2.6,-0.015934890136122704
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,segmentation,2.0,0.13467922806739807
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,myocardium,2.0,0.27229008078575134
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,model,1.5,0.05463607236742973
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,voxel,1.0,0.22100672125816345
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,utilized,1.0,0.03543274104595184
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,recorded,1.0,0.01999819651246071
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,presented,1.0,0.10993251949548721
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,potential,1.0,0.06813585013151169
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,method,1.0,0.016362402588129044
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,expense,1.0,0.08347275108098984
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,examined,1.0,0.1701224148273468
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,efficient,1.0,0.10318800061941147
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,dijon,1.0,0.010735955089330673
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,curtails,1.0,0.028310272842645645
Automated Cardiovascular Pathology Assessment Using Semantic Segmentation and Ensemble Learning.,basis,1.0,-0.04432522505521774
Physiological Assessment of Coronary Lesions in 2020.,term data demonstrating improved outcomes,25.0,0.10536950230598449
Physiological Assessment of Coronary Lesions in 2020.,determine lesion functional significance,16.0,0.1012946218252182
Physiological Assessment of Coronary Lesions in 2020.,beyond fractional flow reserve,16.0,0.04637357534375042
Physiological Assessment of Coronary Lesions in 2020.,"ffrct ), invasive angiography",14.25,0.3308231234550476
Physiological Assessment of Coronary Lesions in 2020.,guided percutaneous coronary intervention,13.722222222222221,0.22295109555125237
Physiological Assessment of Coronary Lesions in 2020.,evaluating coronary stenosis physiology,13.722222222222221,0.2790856324136257
Physiological Assessment of Coronary Lesions in 2020.,coronary physiological assessment remains,12.222222222222221,0.1741553032770753
Physiological Assessment of Coronary Lesions in 2020.,invasive coronary ct,9.722222222222221,0.23524800688028336
Physiological Assessment of Coronary Lesions in 2020.,coronary physiological assessment,9.222222222222221,0.23429864148298898
Physiological Assessment of Coronary Lesions in 2020.,coronary artery disease,9.222222222222221,0.2953575849533081
Physiological Assessment of Coronary Lesions in 2020.,acute coronary syndromes,9.222222222222221,0.348122239112854
Physiological Assessment of Coronary Lesions in 2020.,technical aspects involved,9.0,0.05736500769853592
Physiological Assessment of Coronary Lesions in 2020.,rest without hyperemia,9.0,0.0856664205590884
Physiological Assessment of Coronary Lesions in 2020.,residual ischemia post,9.0,0.10443652172883351
Physiological Assessment of Coronary Lesions in 2020.,optical coherence tomography,9.0,0.16895723839600882
Physiological Assessment of Coronary Lesions in 2020.,interventional cardiology toolbox,9.0,0.5282939846316973
Physiological Assessment of Coronary Lesions in 2020.,improve patient care,9.0,0.25580136477947235
Physiological Assessment of Coronary Lesions in 2020.,hyperemic pressure ratios,9.0,0.10968661680817604
Physiological Assessment of Coronary Lesions in 2020.,exciting technological future,9.0,0.09376745671033859
Physiological Assessment of Coronary Lesions in 2020.,enable detailed pre,9.0,0.046365381528933845
Physiological Assessment of Coronary Lesions in 2020.,artificial intelligence algorithms,9.0,0.11491399258375168
Physiological Assessment of Coronary Lesions in 2020.,alternative ffr approaches,9.0,0.055263230577111244
Physiological Assessment of Coronary Lesions in 2020.,assess coronary physiology,8.722222222222221,0.2895762088398139
Physiological Assessment of Coronary Lesions in 2020.,refine clinical practice,8.0,0.21875642985105515
Physiological Assessment of Coronary Lesions in 2020.,"ffr ), non",7.75,0.06398928165435791
Physiological Assessment of Coronary Lesions in 2020.,physiological assessment,6.0,0.12038403004407883
Physiological Assessment of Coronary Lesions in 2020.,coronary physiology,5.722222222222222,0.40347781777381897
Physiological Assessment of Coronary Lesions in 2020.,remains underutilized,5.0,0.05646817572414875
Physiological Assessment of Coronary Lesions in 2020.,"ffroct ),",4.75,0
Physiological Assessment of Coronary Lesions in 2020.,"ffrangio ),",4.75,0
Physiological Assessment of Coronary Lesions in 2020.,current practice,4.5,0.09676923789083958
Physiological Assessment of Coronary Lesions in 2020.,clinical scenarios,4.5,0.2632120056077838
Physiological Assessment of Coronary Lesions in 2020.,well established,4.0,0.07649984396994114
Physiological Assessment of Coronary Lesions in 2020.,serial lesions,4.0,0.08666558656841516
Physiological Assessment of Coronary Lesions in 2020.,robust tools,4.0,0.012099930085241795
Physiological Assessment of Coronary Lesions in 2020.,related arteries,4.0,0.1908680871129036
Physiological Assessment of Coronary Lesions in 2020.,recent findings,4.0,0.12625432386994362
Physiological Assessment of Coronary Lesions in 2020.,left main,4.0,0.046499328687787056
Physiological Assessment of Coronary Lesions in 2020.,latest developments,4.0,0.08507654257118702
Physiological Assessment of Coronary Lesions in 2020.,indispensable tool,4.0,0.005240730941295624
Physiological Assessment of Coronary Lesions in 2020.,including non,4.0,0.06365767121315002
Physiological Assessment of Coronary Lesions in 2020.,essential component,4.0,0.018949024379253387
Physiological Assessment of Coronary Lesions in 2020.,especially helpful,4.0,0.08433499187231064
Physiological Assessment of Coronary Lesions in 2020.,despite long,4.0,-0.004904087632894516
Physiological Assessment of Coronary Lesions in 2020.,catheterization laboratory,4.0,0.39266934990882874
Physiological Assessment of Coronary Lesions in 2020.,also emerging,4.0,0.08303185738623142
Physiological Assessment of Coronary Lesions in 2020.,additional advances,4.0,0.09927589446306229
Physiological Assessment of Coronary Lesions in 2020.,stable cad,3.666666666666667,0.040095262229442596
Physiological Assessment of Coronary Lesions in 2020.,multivessel cad,3.666666666666667,0.12174112349748611
Physiological Assessment of Coronary Lesions in 2020.,review outlines,3.5,0.06390692293643951
Physiological Assessment of Coronary Lesions in 2020.,physiology,2.5,0.3448277711868286
Physiological Assessment of Coronary Lesions in 2020.,intervention,2.5,0.06027820706367493
Physiological Assessment of Coronary Lesions in 2020.,non,2.0,0.06398928165435791
Physiological Assessment of Coronary Lesions in 2020.,cad,1.6666666666666667,0.008538410067558289
Physiological Assessment of Coronary Lesions in 2020.,review,1.5,0.06275224685668945
Physiological Assessment of Coronary Lesions in 2020.,virtual,1.0,-0.016268359497189522
Physiological Assessment of Coronary Lesions in 2020.,today,1.0,0.028057290241122246
Physiological Assessment of Coronary Lesions in 2020.,realized,1.0,-0.013345438987016678
Physiological Assessment of Coronary Lesions in 2020.,purpose,1.0,-0.006926483474671841
Physiological Assessment of Coronary Lesions in 2020.,procedure,1.0,0.2543809711933136
Physiological Assessment of Coronary Lesions in 2020.,pci,1.0,0.06185466796159744
Physiological Assessment of Coronary Lesions in 2020.,nhpr,1.0,0
Physiological Assessment of Coronary Lesions in 2020.,infarct,1.0,0.29678159952163696
Physiological Assessment of Coronary Lesions in 2020.,indications,1.0,0.12957578897476196
Physiological Assessment of Coronary Lesions in 2020.,however,1.0,-0.011453256011009216
Physiological Assessment of Coronary Lesions in 2020.,focusing,1.0,0.07314138859510422
Physiological Assessment of Coronary Lesions in 2020.,field,1.0,0.11301998794078827
Physiological Assessment of Coronary Lesions in 2020.,benefits,1.0,0.05126548931002617
Physiological Assessment of Coronary Lesions in 2020.,addition,1.0,0.1140233725309372
Physiological Assessment of Coronary Lesions in 2020.,abound,1.0,0.029980715364217758
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,"ai ), although well established",23.0,0.055529759265482426
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,editorial review highlights progress,16.0,0.055371860042214394
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,common clinical conditions,8.0,0.21186517924070358
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,many areas,4.0,0.10166110098361969
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,everyday life,4.0,0.03412359766662121
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,artificial intelligence,4.0,0.1279079094529152
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,ai,3.0,0.07966839522123337
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,conditions,2.0,0.047392018139362335
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,trials,1.0,0.12281295657157898
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,trialed,1.0,0.007933016866445541
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,suggests,1.0,0.041627660393714905
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,recently,1.0,0.026306796818971634
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,management,1.0,0.23943668603897095
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,improvements,1.0,0.08724521100521088
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,hypertension,1.0,0.364623486995697
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,diagnosis,1.0,0.24688632786273956
Of Machines and Men: Intelligent Diagnosis and the Shape of Things to Come.,date,1.0,-0.02209126204252243
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.","unsorted cortical tissue ), liver",23.5,0.13676342368125916
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.","neurodegenerative ataxia ), slowing",16.5,0.09183459045986335
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",pick disease type c,16.0,0.05154294241219759
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",optimized dual aavs enable,12.833333333333334,0.05696753909190496
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",therapeutically relevant efficiencies,9.0,0.12600423892339072
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",targeted point mutations,9.0,0.0671967143813769
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",relevant cell types,9.0,0.08464814225832622
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",mouse brain tissue,9.0,0.11349478860696156
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",genetic diseases depends,9.0,0.1369860221942266
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",aav packaging capacity,9.0,0.06035717390477657
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",optimized delivery vectors,8.833333333333334,0.06485484788815181
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",base editing corrects,8.8,0.03478117287158966
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",length base editors,8.466666666666667,0.020101820429166157
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",adenine base editors,8.466666666666667,0.005505541960398356
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",delivery via adeno,8.333333333333334,0.09841644763946533
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.","xxx %), retina",8.2,0.0725649269297719
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.","xxx %), heart",8.2,0.14438461977988482
"Cytosine and adenine base editing of the brain, liver, retina, heart and skeletal muscle of mice via adeno-associated viruses.",vivo base editing,7.8,0.09603611379861832
